bg_dog_id,dog name,sex,call name,dna reg ,registrations,whelp date,deceased,sire,sire_id,dam,dam_id,litter id,litter id_id,stud book,frozen semen,data_source,last updated,registered_name,image_urls,image_paths,primary_image,microchip,coat_color,eye_color,bite,height,weight,tail,rescue type
154650,BENTLEY JACK,Male,BENTLEY,,WS59442701 (AKC),"Dec 26, 2017",,WESTERN WHSKEY STORMGUARD,146453.0,PRINCESS LEIA ORGANA,139162.0,44979.0,44979.0,,No,BG Dog Submission,2/11/2019 4:23:00 PM,BENTLEY JACK,https://bernergarde.org/DB/photos/Dog/BG154650-2.jpg|https://bernergarde.org/DB/photos/Dog/BG154650-2.jpg|https://bernergarde.org/DB/photos/Dog/BG154650-1.jpg|https://bernergarde.org/DB/photos/Dog/BG154650-3.JPG|https://bernergarde.org/DB/photos/Dog/BG154650-4.jpg,output/images/dog_154650_0.jpg|output/images/dog_154650_1.jpg|output/images/dog_154650_2.jpg|output/images/dog_154650_3.jpg|output/images/dog_154650_4.jpg,output/images/dog_154650_0.jpg,956000 ...,Normal,Brown,Scissor,,80 lbs,Normal,
154653,LILACBREEZE CASANOVA,Male,HICKEY,,3100384085 (ANKC),"Nov 11, 2018",,CLOUDFOREST TIME TRAVELLER,131684.0,DALALEDS TIARA,111226.0,44980.0,44980.0,,,BG Litter Submission,2/11/2019 10:31:00 PM,LILACBREEZE CASANOVA,https://bernergarde.org/DB/photos/Dog/BG154653-1.jpg|https://bernergarde.org/DB/photos/Dog/BG154653-1.jpg,output/images/dog_154653_0.jpg|output/images/dog_154653_1.jpg,output/images/dog_154653_0.jpg,956000 ...,Normal,Dark Brown,Scissor,,,Normal,
154704,GRACIOUS GOLDS BLACK THUNDER RISING @INDIANLAND,"Female (spayed Jun 15, 2022)",PHOENIX,,WS61086605 (AKC),"Feb 12, 2018",,FOUR-T'S CHUNKY MONKEY,116270.0,INDIANLANDS I LOVE ROCK N ROLL AT GRACIOUS GOLDS,97717.0,45007.0,45007.0,,,Breeder,12/2/2022 10:10:00 PM,GRACIOUS GOLDS BLACK THUNDER RISING @INDIANLAND,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
154977,COBURG HILLS SUGAR & SPICE,Female,BLOSSOM,V895864 (AKC),WS63442502 (AKC),"Nov 14, 2018",,LAVENDER HILL SUMMERS' FEAR NO ROCK,116357.0,COBURG HILLS APPLE OF MY I V ESMERA,133065.0,45097.0,45097.0,,,Breeder/Owner,12/7/2025 12:12:00 PM,COBURG HILLS SUGAR & SPICE,https://bernergarde.org/DB/photos/Dog/BG154977-2.jpg|https://bernergarde.org/DB/photos/Dog/BG154977-2.jpg|https://bernergarde.org/DB/photos/Dog/BG154977-1.jpg,output/images/dog_154977_0.jpg|output/images/dog_154977_1.jpg|output/images/dog_154977_2.jpg,output/images/dog_154977_0.jpg,,Normal,Dark Brown,Scissor,,,Normal,
154978,SUMMERS ANASTASIA'S SCOUT'S HONOR,Male,SCOUT,V908288 (AKC),WS63442503 (AKC),"Nov 14, 2018",,LAVENDER HILL SUMMERS' FEAR NO ROCK,116357.0,COBURG HILLS APPLE OF MY I V ESMERA,133065.0,45097.0,45097.0,,,Breeder/Owner,7/11/2025 8:57:00 AM,SUMMERS ANASTASIA'S SCOUT'S HONOR,https://bernergarde.org/DB/photos/Dog/BG154978-2.jpg|https://bernergarde.org/DB/photos/Dog/BG154978-2.jpg|https://bernergarde.org/DB/photos/Dog/BG154978-1.jpg,output/images/dog_154978_0.jpg|output/images/dog_154978_1.jpg|output/images/dog_154978_2.jpg,output/images/dog_154978_0.jpg,985112 ...,,,,,,,
155031,FOURSEASON'S SOUTHERN CHARM,Female,HAESEL,V10013639 (AKC),WS63059501 (AKC),"Nov 30, 2018",,MARBEN'S A TRUE SOUTHERN GENTLEMAN,105317.0,FOUR SEASONS ULTRA RAY OF SUNSHINE,138447.0,45110.0,45110.0,,,BG Litter Submission,9/13/2023 9:51:00 PM,FOURSEASON'S SOUTHERN CHARM,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,Normal,Brown,Scissor,,,Normal,
155070,SWISS SILHOUETTE'S STELLA ATHENA SOLES,Female,STELLA,,WS56042207 (AKC),"Jan 10, 2017",,SWISS SILHOUETTE'S EPIC LEGACY,115257.0,CASCADES GRACIE LOU,126845.0,40574.0,40574.0,,,BG Litter Submission,3/4/2019 1:30:00 PM,SWISS SILHOUETTE'S STELLA ATHENA SOLES,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,985 11 ...,Normal,Brown,,,,Normal,
155074,BELNOIS CELEBRATE GOOD TIMES,"Female (spayed Dec 25, 2022)",PARTY,V916102 (AKC),FY798135 (CKC),"Dec 3, 2018",,WINDFALL'S HERE VIGO,138746.0,FANTASTIC DREAM CUMBRES ANDINAS,138909.0,45120.0,45120.0,,,BG Dog Submission,8/26/2023 5:51:00 PM,BELNOIS CELEBRATE GOOD TIMES,https://bernergarde.org/DB/photos/Dog/BG155074-4.jpg|https://bernergarde.org/DB/photos/Dog/BG155074-4.jpg|https://bernergarde.org/DB/photos/Dog/BG155074-1.jpg|https://bernergarde.org/DB/photos/Dog/BG155074-3.jpg|https://bernergarde.org/DB/photos/Dog/BG155074-5.jpg,output/images/dog_155074_0.jpg|output/images/dog_155074_1.jpg|output/images/dog_155074_2.jpg|output/images/dog_155074_3.jpg|output/images/dog_155074_4.jpg,output/images/dog_155074_0.jpg,,Normal,Dark Brown,Scissor,,,,
155122,DEERPARK TWINKLE TOES,Female,TWINKLE,V10022424 (AKC),WS63191301,"Nov 13, 2018",,DEERPARK'S LIVING THE DREAM,127938.0,DEERPARK MUSTANG SALLY,128001.0,45132.0,45132.0,,,AKC Litter Registration,3/2/2020 5:59:00 PM,DEERPARK TWINKLE TOES,https://bernergarde.org/DB/photos/Dog/BG155122-1.jpg|https://bernergarde.org/DB/photos/Dog/BG155122-1.jpg,output/images/dog_155122_0.jpg|output/images/dog_155122_1.jpg,output/images/dog_155122_0.jpg,956000 ...,,,,,,,
155168,GRACEFUL'S ROCKY,Male,ROCKY,,WS60331101 (AKC),"Feb 10, 2018",,H&L'S TRAVIS,153060.0,SHIELA STOLTSFUS,155167.0,45145.0,45145.0,,No,BG Dog Submission,3/10/2019 1:21:00 PM,GRACEFUL'S ROCKY,https://bernergarde.org/DB/photos/Dog/BG155168-4.jpg|https://bernergarde.org/DB/photos/Dog/BG155168-4.jpg|https://bernergarde.org/DB/photos/Dog/BG155168-2.jpg|https://bernergarde.org/DB/photos/Dog/BG155168-3.jpg|https://bernergarde.org/DB/photos/Dog/BG155168-5.jpg,output/images/dog_155168_0.jpg|output/images/dog_155168_1.jpg|output/images/dog_155168_2.jpg|output/images/dog_155168_3.jpg|output/images/dog_155168_4.jpg,output/images/dog_155168_0.jpg,,Normal,Brown,Scissor,,93.2 lbs,Normal,
155170,HEARTSDESIRE SHINE ON ME,Female,JIGI,,WS62511201 (AKC),"Oct 17, 2018","Oct 16, 2024",SENNENHOF RIGI KULM,80187.0,HEARTSDESIRE LIVING THE DREAM,107720.0,44511.0,44511.0,,,BG Health Submission,10/24/2024 3:17:00 PM,HEARTSDESIRE SHINE ON ME,https://bernergarde.org/DB/photos/Dog/BG155170-1.jpg|https://bernergarde.org/DB/photos/Dog/BG155170-1.jpg|https://bernergarde.org/DB/photos/Dog/BG155170-2.jpg|https://bernergarde.org/DB/photos/Dog/BG155170-3.jpg|https://bernergarde.org/DB/photos/Dog/BG155170-4.jpg,output/images/dog_155170_0.jpg|output/images/dog_155170_1.jpg|output/images/dog_155170_2.jpg|output/images/dog_155170_3.jpg|output/images/dog_155170_4.jpg,output/images/dog_155170_0.jpg,,Normal,Dark Brown,Scissor,,,Normal,
155340,BERN HAUS ON OKA LEGOLAS,Male,PETROV,,"WS63990001 (AKC), RKF 4791823 (RKF)","Nov 4, 2016",,SENNENHUND ROSSII LUKAS II,145578.0,CHERRY HILLS VILAGE DLYA ELGRAND BERNI,145579.0,42335.0,42335.0,,,BG Dog Submission,3/26/2019 2:34:00 PM,BERN HAUS ON OKA LEGOLAS,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,643099 ...,Normal,Brown,,,,Normal,
155351,ROVER RIOMADEA GRANDE,Male,ROVER,,CMKU/BSP/11424/15/15/16 (CMKU),"Apr 2, 2015","Apr 5, 2025",DOREMIS COOL ICEMAN MCD,97872.0,GERDA RIOMADEA GRANDE,151701.0,44103.0,44103.0,,,Lab Report,11/11/2025 1:01:00 AM,ROVER RIOMADEA GRANDE,https://bernergarde.org/DB/photos/Dog/BG155351-1.jpg|https://bernergarde.org/DB/photos/Dog/BG155351-1.jpg|https://bernergarde.org/DB/photos/Dog/BG155351-9.jpg|https://bernergarde.org/DB/photos/Dog/BG155351-8.jpg|https://bernergarde.org/DB/photos/Dog/BG155351-4.jpg,output/images/dog_155351_0.jpg|output/images/dog_155351_1.jpg|output/images/dog_155351_2.jpg|output/images/dog_155351_3.jpg|output/images/dog_155351_4.jpg,output/images/dog_155351_0.jpg,191100 ...,,,,,,,
155474,PÄROXX VOM DURRBACHLER WALD,Male,,H286065 (RVB),NHSB 3136669 (NHSB),"Sep 28, 2018",,BERNERDALENS NICKELBACK,146576.0,DEVAEL THAT'LL DO SUE VDW,142731.0,45241.0,45241.0,,,BG People Submission,4/6/2022 4:15:00 AM,PÄROXX VOM DURRBACHLER WALD,https://bernergarde.org/DB/photos/Dog/BG155474-1.jpg|https://bernergarde.org/DB/photos/Dog/BG155474-1.jpg|https://bernergarde.org/DB/photos/Dog/BG155474-2.jpg,output/images/dog_155474_0.jpg|output/images/dog_155474_1.jpg|output/images/dog_155474_2.jpg,output/images/dog_155474_0.jpg,528140 ...,Normal,Dark Brown,Scissor,68,55 kg,Normal,
155477,PÄRWIZZ VOM DURRBACHLER WALD AT ARVELLA,Male,PADDY,,"NHSB 3136670 (NHSB),  (KC)","Sep 28, 2018",,BERNERDALENS NICKELBACK,146576.0,DEVAEL THAT'LL DO SUE VDW,142731.0,45241.0,45241.0,,,BG Litter Submission,4/24/2020 3:50:00 PM,PÄRWIZZ VOM DURRBACHLER WALD AT ARVELLA,https://bernergarde.org/DB/photos/Dog/BG155477-1.jpg|https://bernergarde.org/DB/photos/Dog/BG155477-1.jpg,output/images/dog_155477_0.jpg|output/images/dog_155477_1.jpg,output/images/dog_155477_0.jpg,: 528  ...,Normal,Dark Brown,Scissor,,,Normal,
155486,OLEKA'S MAN IN BLACK,Male,CASH,V907767 (AKC),WS63578301 (AKC),"Dec 28, 2018",,SPRUCE PEAK LUCA VON EDELWEISS,136605.0,OLEKA'S MEINE ROSA,127315.0,45243.0,45243.0,,,BG Litter Submission,7/1/2020 7:08:00 PM,OLEKA'S MAN IN BLACK,https://bernergarde.org/DB/photos/Dog/BG155486-2.jpg|https://bernergarde.org/DB/photos/Dog/BG155486-2.jpg|https://bernergarde.org/DB/photos/Dog/BG155486-1.jpg|https://bernergarde.org/DB/photos/Dog/BG155486-3.jpg,output/images/dog_155486_0.jpg|output/images/dog_155486_1.jpg|output/images/dog_155486_2.jpg|output/images/dog_155486_3.jpg,output/images/dog_155486_0.jpg,,Normal,Dark Brown,Scissor,,,Normal,
155497,GREENWAY'S TIMELESS LEGEND V OLEKA,Male,OLIVER,V942524 (AKC),WS63892601 (AKC),"Jan 15, 2019",,GREENWAY'S TEST OF TIME,68853.0,OLEKA SENDING LOVE TO O'DALY,134856.0,45250.0,45250.0,"Jan, 2022",Yes,BG Dog Submission,2/7/2021 1:02:00 PM,GREENWAY'S TIMELESS LEGEND V OLEKA,https://bernergarde.org/DB/photos/Dog/BG155497-5.jpeg|https://bernergarde.org/DB/photos/Dog/BG155497-5.jpeg|https://bernergarde.org/DB/photos/Dog/BG155497-5.jpg|https://bernergarde.org/DB/photos/Dog/BG155497-7.jpg|https://bernergarde.org/DB/photos/Dog/BG155497-6.jpg,output/images/dog_155497_0.jpg|output/images/dog_155497_1.jpg|output/images/dog_155497_2.jpg|output/images/dog_155497_3.jpg|output/images/dog_155497_4.jpg,output/images/dog_155497_0.jpg,977200 ...,Normal,Dark Brown,Scissor,,117 lbs,Normal,
155652,ALPENSPIRIT I'M A SOUL MAN,Male,OTIS,V905542 (AKC),WS63042701 (AKC),"May 19, 2018",,ALPENSPIRIT STORY OF MY LIFE,147932.0,ALPENSPIRIT LIFETIME DREAM,144858.0,45284.0,45284.0,,,Breeder/Owner,8/17/2025 2:38:00 PM,ALPENSPIRIT I'M A SOUL MAN,https://bernergarde.org/DB/photos/Dog/BG155652-6.jpg|https://bernergarde.org/DB/photos/Dog/BG155652-6.jpg|https://bernergarde.org/DB/photos/Dog/BG155652-5.jpg|https://bernergarde.org/DB/photos/Dog/BG155652-7.jpg|https://bernergarde.org/DB/photos/Dog/BG155652-8.jpg,output/images/dog_155652_0.jpg|output/images/dog_155652_1.jpg|output/images/dog_155652_2.jpg|output/images/dog_155652_3.jpg|output/images/dog_155652_4.jpg,output/images/dog_155652_0.jpg,967000 ...,,,,,,,
155683,SCIURUS VALLIS ARTCHIE,Male,ARTCHIE,V880644 (AKC),"WS62109301 (AKC), MET.BSH.728/18 (MEOE)","Apr 22, 2018",,ELENBERNER BRAVO BARONELLO,136568.0,SCIURUS VALLIS ZENITH,147105.0,44696.0,44696.0,,No,Breeder/Owner,12/28/2024 1:55:00 PM,SCIURUS VALLIS ARTCHIE,https://bernergarde.org/DB/photos/Dog/BG155683-1.jpg|https://bernergarde.org/DB/photos/Dog/BG155683-1.jpg|https://bernergarde.org/DB/photos/Dog/BG155683-2.jpg|https://bernergarde.org/DB/photos/Dog/BG155683-3.jpg|https://bernergarde.org/DB/photos/Dog/Artchie.jpg,output/images/dog_155683_0.jpg|output/images/dog_155683_1.jpg|output/images/dog_155683_2.jpg|output/images/dog_155683_3.jpg|output/images/dog_155683_4.jpg,output/images/dog_155683_0.jpg,900182 ...,Normal,Brown,Scissor,,110 lbs,Normal,
155725,RAVENRIDGE UNDER THE RAINBOW IN MOLOKAI,Male,KAI,V893982 (AKC),WS64272401 (AKC),"Mar 22, 2019",,ISLAND'S NW NOD TO THE OCEAN STATE,153997.0,RAVENRIDGE KISS ME KAJA,85836.0,45315.0,45315.0,,,Breeder/Owner,9/16/2019 12:57:00 PM,RAVENRIDGE UNDER THE RAINBOW IN MOLOKAI,https://bernergarde.org/DB/photos/Dog/BG155725-1.jpg|https://bernergarde.org/DB/photos/Dog/BG155725-1.jpg|https://bernergarde.org/DB/photos/Dog/BG155725-2.jpg|https://bernergarde.org/DB/photos/Dog/BG155725-3.jpg,output/images/dog_155725_0.jpg|output/images/dog_155725_1.jpg|output/images/dog_155725_2.jpg|output/images/dog_155725_3.jpg,output/images/dog_155725_0.jpg,933000 ...,Normal,Dark Brown,Scissor,,,Normal,
155874,HIGH OAKS MEGARA ALLEGRA,Female,ALLEGRA,,"ROI 16/97843 (ENCI), FCMG2969 (FCM)","Apr 7, 2016",,HIGH OAKS X-TREME MAKEOVER,87805.0,FULL OF SURPRISE FROM CHRISTOFLAND,171968.0,45382.0,45382.0,,,BG Dog Submission,5/24/2019 6:04:00 PM,HIGH OAKS MEGARA ALLEGRA,https://bernergarde.org/DB/photos/Dog/BG155874-1.jpg|https://bernergarde.org/DB/photos/Dog/BG155874-1.jpg|https://bernergarde.org/DB/photos/Dog/BG155874-2.jpg|https://bernergarde.org/DB/photos/Dog/BG155874-3.jpg|https://bernergarde.org/DB/photos/Dog/BG155874-4.jpg,output/images/dog_155874_0.jpg|output/images/dog_155874_1.jpg|output/images/dog_155874_2.jpg|output/images/dog_155874_3.jpg|output/images/dog_155874_4.jpg,output/images/dog_155874_0.jpg,380260 ...,Normal,,Scissor,,,Normal,
155936,DYFED BLUEBELLE,Female,,,KC (KC),"Dec 18, 2018",,BRYONYGEM GADDY BOY,111488.0,PISTYLLUCHAF CATRIN,102866.0,45408.0,45408.0,,,GB KC Breed Record Supplement,5/30/2019 7:45:00 AM,DYFED BLUEBELLE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
155944,WELSH CAKE GIRL,Female,,,KC (KC),"Dec 18, 2018",,BRYONYGEM GADDY BOY,111488.0,PISTYLLUCHAF CATRIN,102866.0,45408.0,45408.0,,,GB KC Breed Record Supplement,5/30/2019 7:49:00 AM,WELSH CAKE GIRL,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
156079,UNIKA Z PONOCNEJ POLANY II,Male,JAKE,,WS60103103 (AKC),"Oct 27, 2017",,CHAPPIE BERTOSZ,156075.0,MAGGIE-BU Z POLNOCNEJ POLANY,156077.0,45447.0,45447.0,,,BG Dog Submission,9/19/2022 5:37:00 PM,UNIKA Z PONOCNEJ POLANY II,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,Normal,Dark Brown,Scissor,,115 lbs,Normal,
156100,DE-LI'S TASTING THE GOOD LIFE,Male,COLBY,V10130129 (AKC),WS61968503 (AKC),"Jul 16, 2018",,CASANOVA HARD RIVER,148848.0,DE-LI'S HELLO IT'S ME,146374.0,45452.0,45452.0,,,Official Registration,7/8/2019 8:12:00 PM,DE-LI'S TASTING THE GOOD LIFE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,985112 ...,,,,,,,
156209,SWISS SILHOUETTE'S LATTE DA CAFFE,Female,BREVE,,WS64498903 (AKC),"Apr 5, 2019",,OLIVER VAN'T STOKERYBOS,129464.0,SWISS SILHOUETTE'S ALASKAN BLACK DIAMOND,123008.0,45483.0,45483.0,,,BG Dog Submission,12/18/2019 11:52:00 AM,SWISS SILHOUETTE'S LATTE DA CAFFE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,956000 ...,Normal,Brown,Scissor,,,Normal,
156245,VINNI VITALE AV HISELFOSS,Male,,2017-16088 (EVG),"NO 518886/16 (NKK), SLRBS-001736 (KZS)","Aug 31, 2016",,QUINTO QING AV HISELFOSS,149028.0,HERMINE HUFSETUFSA AV HISELFOSS,82360.0,43278.0,43278.0,,,Breeder/Owner,10/19/2023 7:30:00 AM,VINNI VITALE AV HISELFOSS,https://bernergarde.org/DB/photos/Dog/BG156245-2.JPG|https://bernergarde.org/DB/photos/Dog/BG156245-2.JPG|https://bernergarde.org/DB/photos/Dog/BG156245-1.JPG|https://bernergarde.org/DB/photos/Dog/BG156245-6.JPG|https://bernergarde.org/DB/photos/Dog/BG156245-7.JPG,output/images/dog_156245_0.jpg|output/images/dog_156245_1.jpg|output/images/dog_156245_2.jpg|output/images/dog_156245_3.jpg|output/images/dog_156245_4.jpg,output/images/dog_156245_0.jpg,,,,,,,,
156246,TULIPANOS BERNI ZUPERMOON,Male,BRIO,,"MET.BSH.906/19 (MEOE), FCA 12488 (FCA)","Feb 22, 2019","Mar 14, 2024",VINNI VITALE AV HISELFOSS,156245.0,TULIPANOS BERNI QUEEN OF SHEBA,156244.0,45501.0,45501.0,,,Pedigree (Official),6/16/2024 7:21:00 PM,TULIPANOS BERNI ZUPERMOON,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
156336,SWISS STAR'S IN A LEAGUE OF MY OWN,Female,WRIGLEY,,WS64396801 (AKC),"Apr 22, 2019",,ROCK STAR'S MARLEY'S STIR IT UP,106761.0,SWISS STAR'S CHASING MOONBEAMS,139675.0,45531.0,45531.0,,,Breeder,6/29/2019 10:07:00 AM,SWISS STAR'S IN A LEAGUE OF MY OWN,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
156451,GUINNESS RIOMADEA GRANDE,Male,GUINNESS,,"HR11378 (HKS), HR11378 (ANKC)","May 29, 2019",,DOREMIS COOL ICEMAN MCD,97872.0,TYRA RIOMADEA GRANDE,149431.0,45567.0,45567.0,,Yes,,11/11/2020 11:32:00 PM,GUINNESS RIOMADEA GRANDE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,Dark Brown,Scissor,,,Normal,
156496,UNIKA Z PONOCNEJ POLANY,Female,,,WS60103101 (AKC),"Oct 27, 2017",,CHAPPIE BERTOSZ,156075.0,MAGGIE-BU Z POLNOCNEJ POLANY,156077.0,45447.0,45447.0,,,AKC Awards Publication,7/17/2019 10:35:00 PM,UNIKA Z PONOCNEJ POLANY,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
156529,CR POLLY,Female,,,WS51252312 (AKC),"Jul 19, 2015",,SKYVIEWS TINY BEAR,136082.0,JS SALLY,156860.0,43390.0,43390.0,,,AKC Website,7/21/2019 8:23:00 AM,CR POLLY,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
156558,ZERMATT'S ZOILO,Male,ZOILO,N1332 (SRA),FCA 11846 (FCA),"Sep 25, 2018",,MY BOY LOLLIPOP AV HISELFOSS,89630.0,LORELAI DIVINE FROM ORSINA'S LAND,120116.0,45609.0,45609.0,,,Breeder/Owner,2/10/2026 6:23:00 AM,ZERMATT'S ZOILO,https://bernergarde.org/DB/photos/Dog/BG156558-1.jpg|https://bernergarde.org/DB/photos/Dog/BG156558-1.jpg,output/images/dog_156558_0.jpg|output/images/dog_156558_1.jpg,output/images/dog_156558_0.jpg,,,,,,,,
156605,VALOR'S I ONLY CAME FOR THE CAKE,Female,CAKE,V981033 (AKC),WS64908901 (AKC),"May 13, 2019",,LAVISH'S CALL MY NAME,138335.0,AYEHLI'S FIRE OVER THE STATES,125047.0,45640.0,45640.0,,,Breeder/Owner,1/13/2026 11:16:00 AM,VALOR'S I ONLY CAME FOR THE CAKE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,985112 ...,Normal,Brown,Level,,,Normal,
156608,SHERSAN'S SEAMUS OF LOCUST HILL,Male,SEAMUS,V971240 (AKC),WS64772102 (AKC),"Apr 21, 2019",,ADESA'S TIJUANA WINDFALL,138743.0,SHERSAN'S PRIMA DONNA AT ACCLAIM,124114.0,45519.0,45519.0,,No,Breeder/Owner,11/28/2023 11:23:00 AM,SHERSAN'S SEAMUS OF LOCUST HILL,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,956000 ...,Normal,Dark Brown,Scissor,,,,
156672,RIVERMOUNTAINS LOCHINVARS EMERYL PRIZE,Female,EMERYL,,WS59813501 (AKC),"Jan 5, 2018",,"RIVERMTN'S ""TOO COOL TO DANCE""",73145.0,POWDER KEG FORMS HOLIDAY SURPRIZE,123003.0,43494.0,43494.0,,,BG Litter Submission,8/6/2019 1:13:00 AM,RIVERMOUNTAINS LOCHINVARS EMERYL PRIZE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,991001 ...,Normal,Dark Brown,Scissor,,,Normal,
156683,KOREDDY'S PHAROAH'S GOT TROUBLE,Male,MOSES,,WS65015901 (AKC),"May 4, 2019",,JENDA'S FURIOUS HOPSHIFTER ON TAP,153156.0,LINSCA'S SWISS PIXIE,130067.0,45664.0,45664.0,,,BG Litter Submission,8/6/2019 5:11:00 PM,KOREDDY'S PHAROAH'S GOT TROUBLE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,956000 ...,Normal,Brown,Level,,,Normal,
156825,HANSCHEN'S MILESTONE DASHER,Male,DASHER,V922256 (AKC),WS63006004 (AKC),"Nov 18, 2018",,HANSCHEN DER KONIG VON ALPIN HUGELS,156824.0,TRICKSY MISTRESS,156823.0,45703.0,45703.0,,,BG Dog Submission,9/17/2024 8:20:00 PM,HANSCHEN'S MILESTONE DASHER,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
156829,DIKOYE POLE GERMIONA,Female,,V886466 (AKC),WS59171301 (AKC),"Dec 14, 2016",,SPIRIT DREAM ABSOLOM,156827.0,SENNENHUND ROSII DIKOE POLE,219335.0,45705.0,45705.0,,,OFA,8/19/2019 6:58:00 PM,DIKOYE POLE GERMIONA,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
156875,ALLISON ASHEA MAGGY,Female,,,WS56260410 (AKC),"Jan 4, 2017",,R G BARRET,156869.0,DAKOTA BELL,140787.0,45727.0,45727.0,,,OFA,8/21/2019 3:59:00 PM,ALLISON ASHEA MAGGY,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
156960,LILACBREEZE EUPHRATES,Male,RIVER,,3100393689 (ANKC),"Jun 8, 2019",,CLOUDFOREST XCALIBAR,148583.0,DALALEDS ÅSSAI,140085.0,45745.0,45745.0,,,BG Litter Submission,8/22/2019 11:58:00 AM,LILACBREEZE EUPHRATES,https://bernergarde.org/DB/photos/Dog/BG156960-1.jpg|https://bernergarde.org/DB/photos/Dog/BG156960-1.jpg,output/images/dog_156960_0.jpg|output/images/dog_156960_1.jpg,output/images/dog_156960_0.jpg,956000 ...,Normal,Dark Brown,Scissor,,,Normal,
157002,RED ROCKS INTO THE MYSTIC,Female,LYLA,V940296 (AKC),WS65007001 (AKC),"Jun 8, 2019",,OLIVER VAN'T STOKERYBOS,129464.0,NASHEMS PHOENIX,110792.0,45770.0,45770.0,,,Breeder/Owner,12/22/2025 8:31:00 AM,RED ROCKS INTO THE MYSTIC,https://bernergarde.org/DB/photos/Dog/BG157002-9.jpeg|https://bernergarde.org/DB/photos/Dog/BG157002-9.jpeg|https://bernergarde.org/DB/photos/Dog/BG157002-7.jpeg|https://bernergarde.org/DB/photos/Dog/BG157002-4.jpeg|https://bernergarde.org/DB/photos/Dog/BG157002-8.jpeg,output/images/dog_157002_0.jpg|output/images/dog_157002_1.jpg|output/images/dog_157002_2.jpg|output/images/dog_157002_3.jpg|output/images/dog_157002_4.jpg,output/images/dog_157002_0.jpg,956000 ...,Normal,Dark Brown,,,,Normal,
157003,NASHEMS ONE MORE MOONDANCE AT RED ROCKS,Male,RUSSELL,V911734 (AKC),WS65007002 (AKC),"Jun 8, 2019","Oct 26, 2021",OLIVER VAN'T STOKERYBOS,129464.0,NASHEMS PHOENIX,110792.0,45770.0,45770.0,,,BG Litter Submission,11/11/2021 10:30:00 PM,NASHEMS ONE MORE MOONDANCE AT RED ROCKS,https://bernergarde.org/DB/photos/Dog/BG157003-1.jpg|https://bernergarde.org/DB/photos/Dog/BG157003-1.jpg|https://bernergarde.org/DB/photos/Dog/BG157003-2.jpg|https://bernergarde.org/DB/photos/Dog/BG157003-3.jpg|https://bernergarde.org/DB/photos/Dog/BG157003-4.jpg,output/images/dog_157003_0.jpg|output/images/dog_157003_1.jpg|output/images/dog_157003_2.jpg|output/images/dog_157003_3.jpg|output/images/dog_157003_4.jpg,output/images/dog_157003_0.jpg,956000 ...,Normal,Dark Brown,,,,Normal,
157012,FERRARI ROJAUS BERNAS,Male,,,PKR.II-127494 (ZKWP),"Dec 14, 2015",,BERNERDALENS JACKPOT,86480.0,JOSJE VAN 'T STOKERYBOS,77796.0,44449.0,44449.0,,,BG Dog Submission,4/30/2023 6:39:00 PM,FERRARI ROJAUS BERNAS,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
157065,USCHI DES KLEINEN HUNDEGARTENS,Female,USCHI,,WS61974703 (AKC),"Aug 19, 2018",,GREEN AT HEART FARM'S MEIN GENOSSE,154150.0,GREEN AT HEART FARM'S MEINE LIEBEN FREUNDE,150269.0,45791.0,45791.0,,,BG Dog Submission,7/12/2021 10:09:00 AM,USCHI DES KLEINEN HUNDEGARTENS,https://bernergarde.org/DB/photos/Dog/BG157065-4.jpg|https://bernergarde.org/DB/photos/Dog/BG157065-4.jpg|https://bernergarde.org/DB/photos/Dog/BG157065-3.jpg|https://bernergarde.org/DB/photos/Dog/BG157065-1.jpg|https://bernergarde.org/DB/photos/Dog/BG157065-2.jpg,output/images/dog_157065_0.jpg|output/images/dog_157065_1.jpg|output/images/dog_157065_2.jpg|output/images/dog_157065_3.jpg|output/images/dog_157065_4.jpg,output/images/dog_157065_0.jpg,990000 ...,,,,,90 lbs,,
